Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,AcceptedCmpOverall,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Age,Complain,Customer_Days,MntRegularProds,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Response,Z_CostContact,Z_Revenue
Single,0,0,Master,78640,42,134,12,72,30,15,17,280,1,0,0,0,0,0,39.0,0,2521,263,5,3,1,4,9,0,3,11
Single,0,0,Graduation,70283,25,143,12,68,26,14,16,279,1,0,0,0,0,0,57.0,0,1351,263,5,5,2,7,5,1,3,11
Married,1,2,2n Cycle,54485,45,0,26,18,60,57,0,161,1,0,0,1,0,0,36.0,0,2242,161,3,3,2,2,9,0,3,11
Single,0,0,Basic,79253,39,162,23,84,23,17,15,324,1,0,0,0,0,1,36.0,0,2504,309,5,1,2,3,3,1,3,11
Single,0,0,Graduation,41941,57,88,8,44,14,8,8,170,1,0,0,0,0,0,34.0,0,970,162,3,3,1,1,7,0,3,11
Married,1,2,Graduation,77276,33,0,26,39,71,76,0,212,1,0,0,0,0,1,36.0,1,1867,212,3,3,0,2,8,0,3,11
Married,0,1,Basic,71165,24,79,13,74,30,31,8,235,0,0,0,0,0,0,47.0,0,3966,227,7,4,3,5,6,0,3,11
Together,2,1,Graduation,80754,38,0,50,0,45,81,0,176,1,0,0,0,0,0,40.0,1,3363,176,3,1,1,1,9,0,3,11
Married,0,2,PhD,85331,21,0,15,83,70,59,0,227,1,0,0,0,0,0,39.0,0,730,227,6,2,2,2,2,0,3,11
Married,0,2,Master,91152,5,0,19,102,101,74,0,296,1,1,0,0,0,0,34.0,0,3445,296,4,3,2,10,5,0,3,11
Together,0,0,Master,57275,55,138,15,51,20,17,15,256,0,0,1,0,0,0,45.0,0,3544,241,2,5,2,4,6,1,3,11
Married,0,0,2n Cycle,93056,43,206,20,107,35,28,24,420,1,0,0,0,0,0,36.0,0,4731,396,6,2,1,0,9,0,3,11
Single,0,0,2n Cycle,55555,46,111,17,54,11,13,12,218,1,0,0,0,0,0,34.0,0,3680,206,0,8,0,2,4,0,3,11
Single,0,0,Basic,42549,57,77,8,45,19,15,7,171,0,1,0,0,0,0,48.0,0,3940,164,1,2,2,0,2,0,3,11
Married,0,2,PhD,80432,14,0,14,90,78,54,0,236,1,0,1,0,0,0,59.0,0,3273,236,3,7,6,0,3,0,3,11
Married,1,1,Graduation,77461,17,0,32,46,46,72,0,196,1,0,0,0,0,0,30.0,0,657,196,2,1,4,3,6,0,3,11
Married,0,2,Graduation,49298,18,0,9,47,60,33,0,149,0,0,0,0,0,0,18.0,0,1754,149,0,2,0,2,6,0,3,11
Married,0,0,Graduation,86271,34,151,11,100,25,26,17,330,1,0,0,0,0,0,40.0,0,1067,313,5,0,1,1,8,0,3,11
Married,2,1,Master,71043,32,0,49,0,43,78,0,170,1,0,0,0,0,0,44.0,0,2451,170,3,1,0,0,12,0,3,11
Widow,0,0,Graduation,97566,70,218,10,107,26,27,27,415,1,0,0,0,0,0,53.0,0,4823,388,3,2,2,2,7,0,3,11
Married,1,2,Graduation,54363,25,0,26,26,54,62,0,168,1,0,0,0,0,0,18.0,0,1615,168,1,7,1,3,8,0,3,11
Single,0,0,PhD,81980,44,165,22,90,20,25,18,340,1,1,0,0,0,0,38.0,0,1777,322,1,2,1,4,4,0,3,11
Together,2,2,Graduation,74308,1,0,39,0,66,89,0,194,1,1,0,0,0,0,57.0,0,4666,194,2,4,3,2,5,0,3,11
Single,0,0,Graduation,72933,34,150,12,83,26,20,14,305,1,0,0,0,0,0,30.0,0,3416,291,4,6,4,2,2,0,3,11
Married,0,2,Graduation,65249,2,0,10,45,66,43,0,164,1,0,0,0,0,0,27.0,0,3609,164,0,2,2,7,11,0,3,11
Widow,0,0,Master,66479,77,128,15,55,15,20,15,248,1,0,0,0,0,0,54.0,0,2156,233,2,1,4,2,3,0,3,11
Married,1,1,Graduation,66145,5,0,26,31,47,55,0,159,0,0,1,0,0,0,64.0,0,3554,159,6,4,4,3,8,1,3,11
Married,1,0,Graduation,90499,28,75,34,43,30,35,10,227,1,0,0,0,0,0,44.0,0,934,217,8,2,1,1,7,0,3,11
Married,0,2,Master,111384,26,0,29,104,120,94,0,347,1,0,0,0,0,0,43.0,0,1310,347,6,3,2,6,7,1,3,11
Single,0,0,Graduation,38656,72,82,1,41,19,9,6,158,0,0,0,0,0,0,43.0,0,1367,152,3,5,1,1,8,0,3,11
Single,0,0,PhD,68930,46,134,17,63,17,22,14,267,1,0,0,0,0,0,37.0,0,2568,253,2,0,0,0,7,0,3,11
Married,1,2,Graduation,47013,9,0,17,26,49,58,0,150,1,0,0,0,0,0,43.0,0,349,150,2,3,1,0,7,0,3,11
Married,0,0,Graduation,64774,38,133,9,60,18,20,15,255,0,1,0,1,0,0,34.0,1,3060,240,2,4,0,4,5,0,3,11
Married,2,1,2n Cycle,58431,30,0,37,0,37,47,0,121,1,0,0,0,0,0,36.0,0,513,121,4,6,0,4,6,0,3,11
Single,0,0,Master,52066,35,124,8,48,22,15,16,233,0,0,0,0,0,0,20.0,0,3379,217,5,5,1,4,8,0,3,11
Married,2,1,Master,104945,13,0,49,0,74,86,0,209,1,0,0,0,0,0,28.0,0,1840,209,7,3,0,4,6,1,3,11
Married,0,0,Graduation,90203,28,193,20,109,33,17,14,386,1,0,0,0,0,0,31.0,0,1455,372,2,5,1,2,1,0,3,11
Married,0,2,Graduation,76650,20,0,16,80,80,58,0,234,1,0,0,0,0,0,47.0,0,4363,234,3,2,5,4,7,0,3,11
Married,0,0,PhD,88346,27,167,14,99,24,18,12,334,0,0,0,0,0,0,55.0,0,556,322,4,5,2,2,3,0,3,11
Married,2,0,Graduation,86387,17,0,48,0,38,60,0,146,1,0,0,0,0,0,41.0,0,4010,146,5,4,2,3,6,0,3,11
Married,1,0,Graduation,57977,34,52,18,22,21,27,3,143,1,0,0,0,0,0,38.0,0,3434,140,4,3,1,1,8,0,3,11
Married,1,1,PhD,93575,41,0,44,38,47,52,0,181,1,0,0,0,1,0,28.0,0,619,181,8,2,2,5,5,1,3,11
Together,0,1,Master,63921,19,69,12,50,42,42,7,222,1,0,0,0,0,1,42.0,0,1695,215,5,4,3,0,7,0,3,11
Single,0,0,Graduation,98152,27,188,16,107,37,30,25,403,1,0,0,0,0,0,24.0,0,3175,378,7,1,1,2,5,0,3,11
Widow,0,0,PhD,74627,43,134,16,78,33,26,22,309,1,0,0,0,0,0,55.0,1,4875,287,2,2,1,2,2,0,3,11
Single,0,0,2n Cycle,53916,52,104,11,50,22,11,15,213,0,0,0,0,0,0,46.0,0,3415,198,1,4,4,1,8,0,3,11
Single,0,0,2n Cycle,38582,68,76,9,58,19,9,8,179,0,1,0,0,0,0,44.0,0,2691,171,2,2,1,2,7,0,3,11
Together,1,2,Master,84281,36,0,34,38,78,72,0,222,1,0,0,0,0,0,27.0,0,2567,222,4,5,1,2,11,0,3,11
Single,0,0,Graduation,74247,44,146,12,77,21,23,17,296,1,0,0,0,0,0,37.0,1,3678,279,4,3,1,6,4,0,3,11
Married,1,1,PhD,79534,31,0,36,36,65,44,0,181,1,0,0,0,0,1,34.0,0,2560,181,2,2,2,4,6,0,3,11
Together,0,0,Master,54366,42,99,9,38,14,17,9,186,1,0,0,0,0,0,54.0,0,3117,177,3,1,4,3,5,0,3,11
Together,0,2,Graduation,60212,16,0,11,53,60,52,0,176,1,0,0,0,0,0,25.0,0,4012,176,2,5,3,5,8,0,3,11
Widow,0,0,Master,74531,48,145,17,65,28,16,14,285,1,0,0,0,0,0,44.0,0,3273,271,4,2,2,0,1,1,3,11
Single,0,0,Basic,50961,38,108,8,61,17,15,16,225,1,1,0,0,0,0,34.0,0,2529,209,2,5,0,1,8,0,3,11
Married,0,0,Graduation,97296,42,200,15,105,28,15,20,383,1,0,0,0,0,0,44.0,0,406,363,3,4,3,8,2,0,3,11
Single,0,0,PhD,89920,26,184,15,93,24,24,22,362,1,0,0,0,1,0,51.0,0,3810,340,2,4,1,1,8,0,3,11
Married,2,0,Master,91387,29,0,61,0,28,67,0,156,1,0,0,1,0,1,27.0,0,4421,156,1,1,2,5,9,0,3,11
Together,1,1,Graduation,65936,19,0,28,29,29,47,0,133,0,0,0,1,0,0,40.0,0,2605,133,6,6,3,3,3,0,3,11
Single,0,0,Graduation,102653,47,240,23,96,24,32,24,439,1,0,0,0,0,0,31.0,0,597,415,2,1,2,4,5,0,3,11
Married,1,2,Graduation,74748,23,0,23,33,77,73,0,206,1,0,0,0,1,0,48.0,0,1816,206,5,4,2,4,6,1,3,11
Married,1,0,Graduation,83884,38,78,40,37,30,37,6,228,1,0,1,0,1,0,57.0,0,3963,222,1,3,2,2,10,1,3,11
Married,0,1,Graduation,89479,29,95,18,97,60,44,10,324,0,0,0,0,0,0,43.0,1,3306,314,4,3,6,2,4,0,3,11
Widow,0,0,Basic,64233,53,115,15,59,27,18,21,255,1,0,0,0,0,0,64.0,0,1504,234,4,3,2,3,7,1,3,11
Single,0,0,Graduation,66111,48,119,17,68,34,22,20,280,1,0,1,0,0,0,44.0,0,4138,260,5,3,1,2,3,0,3,11
Married,0,1,Master,71452,24,61,8,75,53,31,3,231,1,0,1,0,0,0,40.0,1,4959,228,4,1,0,3,4,0,3,11
Together,0,2,Graduation,66270,19,0,12,70,77,47,0,206,1,0,0,0,0,0,43.0,0,1337,206,1,5,2,4,6,0,3,11
Married,1,2,Graduation,94951,38,0,41,54,102,87,0,284,1,0,1,1,0,1,54.0,0,3103,284,7,4,5,1,8,0,3,11
Single,0,0,PhD,97458,5,194,13,86,22,21,23,359,1,0,0,0,0,0,43.0,0,3697,336,4,1,1,5,6,0,3,11
Married,0,0,Graduation,83313,61,172,12,81,30,29,21,345,0,0,0,0,0,0,43.0,0,2355,324,2,6,2,3,3,0,3,11
Single,0,0,Master,83654,30,157,7,89,36,18,18,325,1,0,0,0,0,0,36.0,0,2693,307,5,5,5,6,10,1,3,11
Single,0,0,Graduation,62438,53,121,14,61,18,18,15,247,0,0,0,0,0,0,58.0,0,3189,232,4,6,4,2,7,0,3,11
Together,0,2,Graduation,80222,37,0,17,103,78,63,0,261,1,0,0,0,0,0,33.0,0,329,261,4,1,1,2,13,0,3,11
Married,2,0,Graduation,70715,27,0,52,0,27,47,0,126,0,0,0,0,0,0,52.0,0,1300,126,3,4,3,4,9,0,3,11
Together,2,0,Graduation,41498,40,0,33,0,16,38,0,87,0,0,0,0,0,0,30.0,0,2215,87,3,3,2,0,9,0,3,11
Together,1,2,Graduation,93486,26,0,33,48,99,76,0,256,1,0,0,0,0,0,39.0,0,1371,256,5,1,2,6,11,0,3,11
Married,2,0,Graduation,69935,44,0,43,0,18,58,0,119,0,0,0,0,0,0,60.0,0,3887,119,4,0,0,2,8,0,3,11
Single,0,0,Graduation,78814,30,171,13,72,14,26,19,315,1,0,0,0,0,0,44.0,0,282,296,2,2,3,6,3,0,3,11
Married,0,1,Graduation,67558,47,64,18,72,43,38,8,243,1,0,0,0,0,0,45.0,0,1758,235,2,4,2,3,6,0,3,11
Single,1,0,Graduation,22648,13,19,16,12,8,12,2,69,0,0,0,0,0,0,32.0,0,2213,67,3,7,2,1,3,0,3,11
Together,1,2,PhD,81907,35,0,46,59,78,83,0,266,0,0,1,1,0,1,24.0,0,4457,266,7,5,1,5,16,0,3,11
Single,0,0,Master,42374,45,81,10,42,11,7,5,156,1,0,0,0,0,0,32.0,0,3666,151,3,6,3,1,9,0,3,11
Single,0,0,Master,81330,48,155,14,94,25,20,25,333,1,0,0,0,0,0,50.0,0,3603,308,6,5,1,6,5,0,3,11
Married,0,0,Master,76562,51,155,17,77,28,28,11,316,1,0,0,0,0,0,45.0,0,1557,305,4,3,1,1,4,0,3,11
Single,0,0,Graduation,81283,63,139,13,94,22,20,19,307,1,0,0,0,1,0,23.0,0,3786,288,3,2,3,3,1,0,3,11
Single,0,0,Graduation,66499,44,143,7,71,26,16,12,275,1,0,0,0,0,0,35.0,0,4129,263,6,3,1,0,2,0,3,11
Married,0,0,Master,64548,30,144,7,67,26,14,13,271,0,0,0,1,0,0,55.0,0,3565,258,4,4,0,2,1,0,3,11
Single,0,0,Basic,60046,70,145,17,64,18,13,10,267,0,0,0,0,0,0,49.0,0,4876,257,2,3,6,3,4,0,3,11
Single,0,0,Graduation,39606,51,84,9,51,14,14,8,180,0,0,0,0,0,0,31.0,0,113,172,1,1,1,0,5,0,3,11
Single,0,0,Graduation,58393,56,93,15,52,17,10,7,194,1,0,0,0,0,0,37.0,0,2496,187,3,2,2,2,7,0,3,11
Married,1,2,Graduation,45040,24,0,20,20,48,53,0,141,1,0,0,0,0,0,41.0,1,4511,141,3,3,0,3,10,1,3,11
Married,2,1,Graduation,78251,20,0,31,0,51,84,0,166,1,0,0,0,0,0,34.0,0,2384,166,2,1,0,2,8,0,3,11
Married,1,2,PhD,93709,27,0,29,41,88,87,0,245,1,1,0,0,0,1,39.0,0,3291,245,5,3,3,6,3,0,3,11
Married,0,1,Master,81891,44,102,13,68,51,42,8,284,1,0,0,1,0,0,26.0,0,2492,276,6,1,2,3,5,0,3,11
Single,0,0,Graduation,48962,49,77,10,47,11,14,7,166,1,0,0,0,0,1,34.0,0,2957,159,4,5,1,2,7,0,3,11
Together,0,0,Graduation,86286,26,181,17,101,25,25,10,359,1,0,0,0,0,1,40.0,0,2254,349,5,2,1,7,5,0,3,11
Single,0,0,Graduation,76630,65,173,13,67,23,24,11,311,1,1,0,0,0,0,42.0,0,1664,300,4,4,1,3,9,0,3,11
Married,0,0,Graduation,76510,24,176,14,87,25,22,22,346,1,0,0,0,0,1,45.0,0,2606,324,8,3,2,3,2,1,3,11
Together,0,2,Master,64287,38,0,18,65,64,46,0,193,1,0,0,0,0,0,28.0,0,1349,193,3,6,3,4,7,0,3,11
Together,2,1,Graduation,60751,29,0,42,0,35,48,0,125,0,0,0,0,0,0,30.0,0,3741,125,0,5,1,9,13,0,3,11
Single,0,0,Master,69769,80,147,11,83,24,12,14,291,1,0,0,0,1,0,60.0,0,3765,277,2,4,4,4,6,1,3,11
Single,0,0,Graduation,46485,38,94,8,54,11,22,10,199,1,0,0,0,0,1,49.0,0,4318,189,2,5,2,2,5,0,3,11
Married,0,0,Graduation,85796,23,192,23,83,31,22,14,365,1,0,0,0,1,0,48.0,0,2441,351,3,1,2,5,5,0,3,11
Single,0,0,Master,88890,50,162,16,84,42,27,21,352,0,0,0,0,0,0,36.0,0,202,331,2,5,2,2,8,0,3,11
Together,0,2,Master,98636,22,0,19,111,98,66,0,294,1,0,1,1,0,0,40.0,0,2928,294,9,3,2,6,6,0,3,11
Married,1,0,Master,74844,53,76,33,32,26,47,8,222,0,0,1,0,0,0,32.0,0,4936,214,4,6,4,2,4,0,3,11
Married,1,1,PhD,110659,42,0,56,49,76,81,0,262,1,0,1,0,1,0,49.0,1,1193,262,3,2,2,3,10,1,3,11
Single,0,0,Master,91583,51,201,17,91,23,22,20,374,1,0,1,0,1,1,30.0,0,615,354,7,1,1,4,7,0,3,11
Married,1,2,Master,70518,16,0,34,25,73,68,0,200,1,1,0,0,0,0,40.0,0,3339,200,1,5,2,6,5,0,3,11
Married,2,2,Master,64943,36,0,33,0,55,86,0,174,1,0,0,0,1,0,18.0,0,436,174,1,2,0,5,6,0,3,11
Together,0,0,Graduation,82298,76,139,16,86,18,20,18,297,0,0,0,0,0,0,25.0,0,1792,279,4,2,2,3,5,0,3,11
Single,0,0,Graduation,54772,38,128,13,59,19,10,12,241,1,0,0,0,0,0,30.0,0,2588,229,3,4,0,6,5,0,3,11
Single,0,0,Graduation,51991,41,95,7,52,19,13,12,198,1,0,0,0,0,0,29.0,0,4702,186,2,5,0,4,3,0,3,11
Single,0,0,Graduation,75245,40,168,17,76,21,25,20,327,0,0,0,1,0,0,29.0,0,855,307,3,2,3,3,5,0,3,11
Single,0,0,Master,49211,40,104,8,60,13,16,7,208,0,0,0,0,0,0,36.0,0,3389,201,3,4,3,1,5,0,3,11
Married,1,2,Basic,53312,31,0,18,29,59,65,0,171,0,0,0,0,1,0,45.0,0,4589,171,3,3,3,6,5,0,3,11
Together,2,0,Graduation,38039,36,0,38,0,10,34,0,82,0,0,0,1,0,0,38.0,0,3253,82,3,4,1,1,3,0,3,11
Single,0,0,Master,57389,43,110,8,52,17,15,12,214,1,1,0,0,0,1,40.0,1,4871,202,5,2,1,1,3,0,3,11
Together,0,1,2n Cycle,51138,26,54,11,36,31,25,5,162,1,0,0,0,0,0,31.0,1,2284,157,4,8,1,6,7,0,3,11
Single,0,0,Graduation,51746,62,111,7,52,9,17,9,205,0,0,0,0,1,0,60.0,0,4355,196,6,3,2,2,6,0,3,11
Single,0,0,Graduation,56548,49,111,10,58,14,23,6,222,0,0,0,0,0,0,54.0,0,1082,216,1,1,2,4,5,0,3,11
Single,0,0,Master,39185,60,86,5,38,13,12,7,161,1,0,0,0,0,0,47.0,0,175,154,2,4,4,1,5,0,3,11
Single,0,0,Graduation,47901,54,109,10,53,20,9,12,213,1,0,0,0,0,0,32.0,0,1949,201,5,5,3,3,10,0,3,11
Together,2,2,PhD,103172,0,0,72,0,100,129,0,301,1,0,0,0,0,0,47.0,0,4285,301,5,3,0,4,7,0,3,11
Single,0,0,Graduation,67472,56,138,13,59,28,15,11,264,0,0,0,0,0,0,28.0,0,2253,253,4,7,0,4,6,0,3,11
Married,0,0,Master,72314,54,151,16,72,26,23,22,310,1,0,0,0,0,0,47.0,0,4452,288,5,2,6,1,5,0,3,11
Married,0,0,Graduation,63169,47,134,16,73,29,24,12,288,0,0,0,0,0,0,34.0,0,2707,276,3,5,2,0,7,1,3,11
Together,2,0,Graduation,77478,64,0,40,0,33,58,0,131,0,0,0,0,0,0,50.0,0,4820,131,4,5,1,2,3,0,3,11
Single,1,0,Graduation,64288,54,72,21,31,27,39,7,197,1,0,0,0,0,0,35.0,0,3207,190,3,3,1,3,2,0,3,11
Single,0,0,2n Cycle,41168,61,76,10,26,19,9,7,147,0,0,0,0,0,0,50.0,0,3517,140,3,4,3,3,4,0,3,11
Single,0,0,Graduation,54996,19,127,14,51,17,19,2,230,1,0,0,0,0,0,31.0,0,2396,228,1,5,1,1,7,1,3,11
Married,0,1,Graduation,54448,59,55,18,49,45,25,6,198,1,0,0,0,0,0,41.0,1,4102,192,2,1,3,4,2,0,3,11
Single,0,0,Graduation,52611,54,100,10,48,17,13,9,197,1,0,0,0,0,0,34.0,0,3463,188,0,2,2,1,3,0,3,11
Together,1,0,Master,83276,16,86,27,49,29,33,12,236,1,0,1,0,0,0,25.0,0,1718,224,2,2,4,7,9,0,3,11
Married,1,1,Graduation,81771,36,0,30,38,46,58,0,172,0,0,0,0,0,0,34.0,0,1001,172,2,3,2,2,10,0,3,11
Married,1,2,PhD,105437,0,0,37,46,108,109,0,300,1,0,0,0,1,1,28.0,0,3956,300,5,5,1,4,15,0,3,11
Married,0,0,Master,82132,52,148,19,94,27,20,21,329,1,0,0,0,0,0,33.0,0,3817,308,2,3,1,0,3,0,3,11
Single,0,0,Graduation,40363,48,86,2,41,12,7,6,154,0,0,0,0,0,0,40.0,0,991,148,1,3,1,1,6,0,3,11
Married,2,1,Graduation,54314,20,0,21,0,33,55,0,109,1,0,1,1,0,0,44.0,0,3480,109,5,4,0,2,7,0,3,11
Widow,0,0,Graduation,85111,52,185,20,67,19,17,22,330,0,0,0,0,0,0,60.0,0,3272,308,4,3,5,7,5,0,3,11
Together,0,0,Master,74526,31,154,9,63,17,9,16,268,0,0,0,0,0,0,45.0,1,1786,252,4,0,6,2,7,0,3,11
Together,0,1,Master,55612,41,57,6,52,30,26,6,177,1,0,1,0,0,0,45.0,0,880,171,6,4,3,2,10,0,3,11
Together,1,0,Graduation,60864,55,60,21,28,20,25,5,159,0,0,0,1,0,0,33.0,0,1175,154,6,8,1,2,5,0,3,11
Single,0,0,Basic,78496,37,159,17,71,22,25,11,305,1,0,0,0,0,0,42.0,0,4596,294,4,2,2,1,6,0,3,11
Single,0,0,Graduation,76973,28,142,24,79,21,20,14,300,1,0,0,0,0,0,45.0,0,4993,286,5,4,2,2,7,0,3,11
Single,0,0,Master,92479,57,195,15,76,24,24,23,357,1,0,0,0,0,0,52.0,0,1215,334,9,5,4,3,2,0,3,11
Single,0,0,Master,52311,46,106,8,55,16,12,10,207,1,0,0,0,0,0,34.0,0,2681,197,1,2,1,2,4,0,3,11
Single,1,0,Master,95055,65,100,33,65,29,45,15,287,0,0,0,0,0,1,43.0,0,2276,272,3,2,2,1,5,0,3,11
Married,1,0,Master,72197,45,66,27,41,25,33,8,200,1,0,0,0,0,0,54.0,0,3765,192,3,4,2,1,7,0,3,11
Married,0,2,Basic,83583,43,0,11,98,85,67,0,261,1,0,1,0,0,0,48.0,0,1238,261,6,3,4,5,11,0,3,11
Together,1,2,PhD,88374,31,0,36,50,97,83,0,266,1,0,0,0,0,1,39.0,1,3878,266,2,4,3,2,10,0,3,11
Married,1,2,PhD,99427,33,0,43,48,90,112,0,293,1,1,0,0,0,0,34.0,0,1537,293,8,3,1,2,5,0,3,11
Together,0,2,2n Cycle,71419,41,0,15,74,79,41,0,209,1,0,0,0,0,0,51.0,0,409,209,3,4,3,3,11,0,3,11
Single,0,0,2n Cycle,59481,54,127,14,79,20,15,19,274,0,0,0,0,0,0,34.0,0,4774,255,2,3,1,2,8,1,3,11
Single,0,0,Graduation,71751,26,125,25,66,21,15,11,263,1,0,0,1,0,0,34.0,0,3747,252,5,4,5,0,4,0,3,11
Married,1,2,Master,64717,15,0,20,22,83,52,0,177,0,0,0,0,0,0,40.0,0,3264,177,4,2,1,1,4,0,3,11
Single,0,0,Graduation,61065,53,112,10,66,15,13,18,234,1,0,0,0,0,0,42.0,0,4160,216,6,3,2,2,4,0,3,11
Single,0,0,2n Cycle,69710,44,128,19,67,19,19,16,268,1,0,0,0,0,0,55.0,0,2923,252,10,4,5,3,7,1,3,11
Single,0,0,Graduation,64632,32,152,9,76,14,24,12,287,0,0,1,1,0,0,31.0,0,1322,275,1,4,1,1,3,0,3,11
Single,0,0,Graduation,57738,48,109,10,67,17,14,12,229,1,0,0,0,0,0,26.0,0,2852,217,3,4,3,2,4,0,3,11
Married,0,0,Graduation,76506,66,141,14,73,23,17,20,288,0,0,0,0,0,0,36.0,0,264,268,3,3,2,2,6,0,3,11
Married,0,1,Graduation,52539,42,56,13,45,33,22,8,177,1,0,0,0,0,0,23.0,1,1932,169,0,1,2,4,3,0,3,11
Married,2,0,Master,95691,36,0,54,0,22,67,0,143,1,0,0,0,0,0,26.0,0,4638,143,10,4,2,5,7,0,3,11
Married,0,1,Graduation,41816,47,39,5,51,28,34,5,162,0,0,0,1,0,0,49.0,0,4507,157,5,3,0,3,6,0,3,11
Single,0,0,Master,69625,33,124,17,57,28,19,12,257,1,0,0,0,0,0,24.0,0,1152,245,4,4,2,2,7,1,3,11
Single,0,0,Master,81403,41,138,21,77,31,19,14,300,0,0,0,0,0,1,58.0,0,3065,286,4,4,2,6,6,0,3,11
Single,0,0,Graduation,64223,12,95,10,72,21,17,22,237,1,0,0,0,0,0,33.0,0,4335,215,1,1,0,4,7,0,3,11
Single,0,0,Graduation,55963,30,126,7,55,9,11,9,217,1,0,1,0,0,0,30.0,0,2075,208,7,2,1,1,4,0,3,11
Married,2,1,Graduation,89494,24,0,53,0,52,89,0,194,1,0,0,0,0,0,55.0,1,3154,194,5,6,1,5,6,0,3,11
Married,0,0,Graduation,62666,25,125,14,63,12,9,12,235,1,0,0,0,0,0,59.0,0,4807,223,4,2,2,0,6,0,3,11
Married,0,0,PhD,115270,38,235,29,121,28,37,19,469,1,0,1,0,0,0,39.0,0,2604,450,5,3,4,5,6,0,3,11
Single,0,0,Master,66851,38,126,17,61,31,13,14,262,1,0,0,0,0,0,43.0,0,442,248,4,8,2,4,4,1,3,11
Married,0,2,Graduation,69320,52,0,12,68,70,52,0,202,1,0,0,0,0,0,39.0,0,4549,202,5,6,2,4,9,0,3,11
Married,0,1,PhD,100921,65,103,16,82,58,49,10,318,1,0,0,1,0,0,42.0,1,905,308,6,2,1,8,6,0,3,11
Married,0,1,Master,75346,36,75,15,59,57,38,10,254,1,0,0,0,0,0,43.0,0,3493,244,4,7,1,4,5,0,3,11
Married,1,0,PhD,91439,41,91,27,30,22,53,3,226,1,0,0,0,0,0,48.0,0,3992,223,6,2,4,2,4,0,3,11
Married,1,2,Graduation,81569,44,0,41,39,76,78,0,234,0,0,0,0,0,0,41.0,1,3619,234,3,1,2,7,6,0,3,11
Married,0,2,Master,61619,33,0,10,59,86,40,0,195,0,1,0,0,0,0,38.0,0,1964,195,5,3,2,3,9,0,3,11
Married,0,1,Graduation,82192,43,75,12,78,58,48,9,280,1,0,0,0,0,0,59.0,0,1632,271,3,3,2,5,3,0,3,11
Single,0,0,Master,44599,24,85,12,52,16,12,10,187,1,0,0,0,0,0,45.0,0,2256,177,1,4,2,1,7,0,3,11
Married,1,0,Graduation,72805,45,67,22,37,21,38,6,191,0,0,0,0,0,0,38.0,0,3769,185,4,5,0,2,7,0,3,11
Single,0,0,Master,64651,62,134,15,57,27,22,8,263,1,0,0,0,0,1,58.0,0,2679,255,2,4,2,0,9,0,3,11
Single,1,0,Graduation,43331,23,43,12,22,19,21,7,124,0,0,0,0,0,0,32.0,0,2155,117,2,3,3,2,7,0,3,11
Widow,0,0,Master,110371,14,234,23,107,35,31,14,444,1,0,0,0,0,1,49.0,0,4566,430,10,2,1,1,9,0,3,11
Widow,0,0,Master,87510,60,174,18,92,31,24,18,357,1,0,1,0,1,0,46.0,0,1169,339,5,4,0,2,2,0,3,11
Single,0,0,Graduation,53209,39,115,13,54,22,11,13,228,1,0,0,0,0,0,35.0,0,278,215,1,5,1,5,7,0,3,11
Married,2,0,Graduation,75129,20,0,35,0,22,61,0,118,1,0,0,1,0,0,30.0,0,366,118,5,6,3,2,10,0,3,11
Single,0,0,Master,107302,40,232,23,101,35,18,11,420,1,1,0,0,0,0,30.0,0,3605,409,6,2,5,5,5,0,3,11
Married,0,2,Graduation,58069,25,0,9,58,46,44,0,157,1,0,0,0,0,0,29.0,0,4221,157,3,7,1,1,7,0,3,11
Together,1,1,Graduation,75869,16,0,28,45,55,78,0,206,1,0,0,0,0,0,29.0,0,4833,206,2,4,1,4,6,0,3,11
Widow,0,0,Master,71281,20,156,13,60,15,20,14,278,1,0,0,0,0,0,50.0,0,1088,264,4,2,3,3,4,1,3,11
Married,2,2,Master,87234,48,0,55,0,101,96,0,252,0,0,0,0,1,0,40.0,0,4915,252,6,1,3,2,13,0,3,11
Single,0,0,Graduation,53112,69,111,15,47,16,7,7,203,0,0,0,1,0,0,29.0,0,3596,196,4,5,1,2,4,0,3,11
Married,0,2,Graduation,70546,29,0,10,54,66,39,0,169,0,1,0,0,0,0,45.0,0,4556,169,3,3,0,2,3,0,3,11
Single,0,0,Master,72372,82,146,11,70,23,20,8,278,1,0,0,0,0,0,31.0,0,2345,270,3,2,1,1,4,0,3,11
Together,0,2,Master,92800,50,0,17,97,102,74,0,290,0,0,0,0,0,0,29.0,0,2229,290,3,2,2,4,10,0,3,11
Together,0,1,Graduation,43891,39,37,5,45,30,18,4,139,1,0,0,0,0,0,55.0,0,1584,135,1,6,3,0,5,0,3,11
Married,0,2,2n Cycle,93494,64,0,15,83,86,59,0,243,0,0,0,0,1,0,53.0,0,919,243,7,1,1,1,12,0,3,11
Single,0,0,Graduation,34226,15,59,6,39,11,12,6,133,0,0,0,0,0,0,49.0,0,1580,127,1,3,3,0,7,0,3,11
